product_id,product_category,base_price,competitor_price,demand_level,inventory_level,customer_traffic,time_of_day,day_of_week,season,is_peak,discount_pct,units_sold,revenue,optimal_price
PROD-00458,Sports,189.19,212.02,23.0,226.0,999.0,Night,Saturday,Spring,1,1.86,16,4639.04,289.94
PROD-00459,Beauty,142.4,121.91,13.0,235.0,3923.0,Afternoon,Tuesday,Spring,0,31.44,9,1792.53,199.17
PROD-00460,Electronics,578.31,628.94,27.0,217.0,4943.0,Evening,Wednesday,Summer,1,0.19,15,16558.5,1103.9
PROD-00461,Books,47.39,46.7,97.0,231.0,4801.0,Morning,Sunday,Summer,1,17.25,56,5645.36,100.81
PROD-00462,Electronics,740.48,804.8,81.0,454.0,1549.0,Morning,Monday,Autumn,0,14.84,63,69821.64,1108.28
PROD-00463,Books,15.05,12.83,6.0,479.0,523.0,Evening,Friday,Winter,1,22.85,5,78.8,15.76
PROD-00464,Home & Kitchen,180.75,169.26,91.0,245.0,1149.0,Morning,Saturday,Winter,1,10.14,69,21190.59,307.11
PROD-00465,Electronics,853.19,917.52,24.0,481.0,3855.0,Evening,Saturday,Summer,1,30.58,15,19315.05,1287.67
PROD-00466,Beauty,104.2,113.36,43.0,409.0,1024.0,Night,Friday,Summer,1,25.7,35,5124.35,146.41
PROD-00467,Electronics,634.76,657.56,36.0,410.0,3245.0,Afternoon,Saturday,Autumn,1,15.13,26,25478.18,979.93
PROD-00468,Sports,110.74,104.14,43.0,113.0,1900.0,Evening,Sunday,Summer,1,12.53,25,4665.75,186.63
PROD-00469,Fashion,186.04,175.45,77.0,219.0,3845.0,Night,Saturday,Winter,1,28.56,51,18006.57,353.07
PROD-00470,Beauty,33.64,38.35,72.0,176.0,3048.0,Night,Monday,Winter,1,26.5,45,3094.65,68.77
PROD-00471,Books,56.52,55.49,61.0,49.0,2948.0,Morning,Tuesday,Autumn,0,13.97,40,4039.6,100.99
PROD-00472,Books,15.33,15.09,64.0,38.0,3920.0,Morning,Wednesday,Spring,0,11.95,45,1326.15,29.47
PROD-00473,Home & Kitchen,80.44,81.7,74.0,311.0,4776.0,Night,Wednesday,Autumn,0,1.36,50,7094.5,141.89
PROD-00474,Home & Kitchen,263.89,256.73,22.0,210.0,1854.0,Night,Wednesday,Winter,1,2.86,15,6033.0,402.2
PROD-00475,Sports,219.83,223.3,42.0,413.0,2667.0,Afternoon,Tuesday,Spring,0,1.89,38,12034.6,316.7
PROD-00476,Books,32.95,32.28,15.0,334.0,3148.0,Evening,Friday,Spring,1,0.85,13,646.36,49.72
PROD-00477,Beauty,71.13,78.11,71.0,43.0,4124.0,Evening,Monday,Autumn,1,5.35,31,5035.02,162.42
PROD-00478,Electronics,1194.81,1341.44,46.0,419.0,2436.0,Evening,Saturday,Summer,1,30.0,40,72763.6,1819.09
PROD-00479,Sports,207.36,234.24,65.0,248.0,1903.0,Night,Friday,Autumn,0,27.94,51,17270.13,338.63
PROD-00480,Electronics,677.95,691.02,58.0,283.0,4240.0,Afternoon,Sunday,Summer,1,29.6,30,39226.8,1307.56
PROD-00481,Fashion,117.01,114.98,30.0,482.0,4768.0,Night,Monday,Winter,1,21.83,23,3825.59,166.33
PROD-00482,Books,8.68,9.21,18.0,320.0,2866.0,Morning,Wednesday,Summer,1,21.84,11,146.96,13.36
PROD-00483,Fashion,156.38,172.25,97.0,12.0,562.0,Morning,Sunday,Summer,1,4.34,57,18869.28,331.04
PROD-00484,Books,17.54,17.87,32.0,89.0,1484.0,Night,Thursday,Spring,0,24.46,27,740.88,27.44
PROD-00485,Home & Kitchen,329.68,349.45,15.0,213.0,2341.0,Morning,Thursday,Spring,0,9.8,11,5200.14,472.74
PROD-00486,Fashion,31.69,34.07,34.0,19.0,3532.0,Night,Monday,Spring,0,18.17,22,1268.3,57.65
PROD-00487,Home & Kitchen,491.25,517.25,90.0,84.0,3365.0,Afternoon,Saturday,Winter,1,33.42,44,46606.56,1059.24
PROD-00488,Sports,200.88,215.71,29.0,396.0,4109.0,Afternoon,Tuesday,Summer,1,30.47,22,6874.78,312.49
PROD-00489,Books,54.32,49.57,98.0,72.0,198.0,Morning,Sunday,Spring,1,8.16,70,7163.8,102.34
PROD-00490,Sports,203.34,203.24,48.0,84.0,2353.0,Night,Wednesday,Summer,1,25.78,28,10472.84,374.03
PROD-00491,Beauty,18.45,18.93,86.0,252.0,3520.0,Afternoon,Tuesday,Autumn,0,3.64,59,1924.58,32.62
PROD-00492,Beauty,125.11,106.44,67.0,46.0,4936.0,Morning,Friday,Winter,1,0.94,37,9473.85,256.05
PROD-00493,Books,40.65,44.99,9.0,128.0,754.0,Afternoon,Thursday,Winter,1,0.99,7,456.61,65.23
PROD-00494,Sports,318.16,328.66,53.0,468.0,4401.0,Morning,Thursday,Spring,0,5.96,44,20423.48,464.17
PROD-00495,Fashion,118.48,105.3,44.0,316.0,88.0,Night,Sunday,Winter,1,24.32,38,6151.44,161.88
PROD-00496,Home & Kitchen,329.83,361.13,24.0,481.0,1024.0,Morning,Wednesday,Summer,1,12.72,19,7801.02,410.58
PROD-00497,Electronics,1056.23,1125.01,57.0,177.0,4242.0,Afternoon,Wednesday,Winter,1,0.56,34,74043.84,2177.76
PROD-00498,Home & Kitchen,326.6,351.91,14.0,308.0,3944.0,Afternoon,Friday,Spring,0,34.58,11,5368.99,488.09
PROD-00499,Beauty,58.67,56.77,71.0,120.0,4865.0,Morning,Tuesday,Autumn,0,18.67,47,5327.45,113.35
PROD-00500,Home & Kitchen,341.39,377.67,83.0,189.0,3024.0,Morning,Saturday,Winter,1,13.79,51,34818.21,682.71
PROD-00501,Electronics,871.85,849.37,13.0,88.0,3099.0,Evening,Tuesday,Spring,1,18.16,11,15711.74,1428.34
PROD-00502,Sports,385.22,393.37,50.0,416.0,2697.0,Afternoon,Tuesday,Winter,1,18.2,34,18914.2,556.3
PROD-00503,Beauty,61.93,52.65,67.0,92.0,2582.0,Morning,Monday,Spring,0,16.46,39,3926.91,100.69
PROD-00504,Beauty,69.51,72.53,10.0,103.0,2593.0,Morning,Wednesday,Winter,1,21.45,8,957.36,119.67
PROD-00505,Fashion,206.79,220.32,41.0,232.0,1497.0,Night,Friday,Autumn,0,31.0,26,7904.26,304.01
PROD-00506,Home & Kitchen,267.71,273.1,29.0,215.0,4274.0,Evening,Friday,Winter,1,10.56,23,10376.45,451.15
PROD-00507,Sports,301.21,300.9,8.0,157.0,1815.0,Evening,Sunday,Winter,1,17.04,6,2701.14,450.19
PROD-00508,Fashion,125.73,137.42,81.0,179.0,3073.0,Night,Saturday,Summer,1,0.13,56,14176.4,253.15
PROD-00509,Fashion,69.56,73.35,47.0,148.0,3362.0,Morning,Wednesday,Summer,1,30.09,31,4043.95,130.45
PROD-00510,Fashion,191.4,178.65,76.0,456.0,2711.0,Evening,Saturday,Autumn,1,10.71,64,18389.76,287.34
PROD-00511,Beauty,28.36,32.27,60.0,290.0,3076.0,Night,Tuesday,Spring,0,9.5,44,2186.8,49.7
PROD-00512,Books,15.92,16.91,88.0,459.0,291.0,Morning,Tuesday,Summer,1,34.91,66,1607.76,24.36
PROD-00513,Beauty,97.76,112.07,99.0,493.0,1613.0,Evening,Wednesday,Spring,1,20.45,64,10835.2,169.3
PROD-00514,Books,46.1,52.62,62.0,325.0,2269.0,Night,Thursday,Winter,1,4.31,35,2671.9,76.34
PROD-00515,Beauty,135.26,152.25,38.0,413.0,2001.0,Evening,Tuesday,Spring,1,9.29,26,5155.28,198.28
PROD-00516,Electronics,472.59,508.79,45.0,56.0,4544.0,Morning,Sunday,Summer,1,12.36,29,29617.7,1021.3
PROD-00517,Beauty,25.5,26.34,83.0,474.0,4490.0,Evening,Tuesday,Summer,1,34.51,52,2241.72,43.11
PROD-00518,Electronics,1156.05,1042.35,45.0,241.0,3573.0,Night,Wednesday,Summer,1,15.07,34,66867.12,1966.68
PROD-00519,Home & Kitchen,102.58,103.91,54.0,357.0,1793.0,Morning,Friday,Winter,1,8.05,40,6332.4,158.31
PROD-00520,Sports,99.13,107.02,23.0,123.0,302.0,Evening,Thursday,Winter,1,19.94,15,2470.05,164.67
PROD-00521,Home & Kitchen,166.92,167.97,99.0,48.0,3787.0,Evening,Wednesday,Autumn,1,14.17,59,23111.48,391.72
PROD-00522,Electronics,729.39,809.97,66.0,442.0,4425.0,Afternoon,Sunday,Winter,1,1.92,36,47271.96,1313.11
PROD-00523,Fashion,223.05,196.93,36.0,225.0,2473.0,Morning,Thursday,Spring,0,30.13,29,9135.29,315.01
PROD-00524,Books,46.83,45.16,60.0,70.0,4142.0,Morning,Monday,Winter,1,0.55,35,3318.35,94.81
PROD-00525,Fashion,182.88,183.2,43.0,329.0,4656.0,Night,Saturday,Spring,1,31.45,25,7748.0,309.92
PROD-00526,Fashion,60.29,59.07,19.0,28.0,2756.0,Night,Friday,Spring,0,27.72,12,1132.92,94.41
PROD-00527,Beauty,60.08,53.02,88.0,225.0,1087.0,Afternoon,Tuesday,Spring,0,2.65,68,6528.0,96.0
PROD-00528,Electronics,678.4,607.89,89.0,352.0,160.0,Night,Saturday,Spring,1,25.33,56,56801.92,1014.32
PROD-00529,Beauty,30.64,33.74,84.0,360.0,3796.0,Night,Wednesday,Winter,1,26.98,60,3419.4,56.99
PROD-00530,Beauty,48.28,48.05,40.0,227.0,2834.0,Evening,Tuesday,Summer,1,21.08,28,2358.16,84.22
PROD-00531,Sports,140.62,121.59,29.0,185.0,810.0,Evening,Tuesday,Winter,1,20.22,19,3737.49,196.71
PROD-00532,Electronics,327.28,279.8,9.0,419.0,320.0,Night,Saturday,Summer,1,1.74,7,2408.98,344.14
PROD-00533,Electronics,750.24,744.27,74.0,93.0,4848.0,Evening,Tuesday,Spring,1,2.08,34,56891.52,1673.28
PROD-00534,Fashion,182.16,163.82,36.0,38.0,1635.0,Night,Thursday,Summer,1,25.46,29,8552.68,294.92
PROD-00535,Sports,51.22,54.38,89.0,79.0,1669.0,Night,Saturday,Spring,1,3.69,53,5513.59,104.03
PROD-00536,Electronics,681.12,741.47,87.0,400.0,3163.0,Morning,Saturday,Summer,1,8.46,46,56080.44,1219.14
PROD-00537,Home & Kitchen,397.64,365.23,17.0,235.0,1853.0,Evening,Thursday,Autumn,1,17.46,13,7539.87,579.99
PROD-00538,Electronics,947.99,974.2,92.0,19.0,4568.0,Evening,Sunday,Winter,1,5.75,43,99346.34,2310.38
PROD-00539,Sports,330.65,296.37,18.0,85.0,3420.0,Night,Wednesday,Autumn,0,27.64,14,7341.6,524.4
PROD-00540,Electronics,648.24,610.04,51.0,15.0,1821.0,Afternoon,Sunday,Spring,1,28.26,27,32561.46,1205.98
PROD-00541,Books,50.13,55.98,50.0,407.0,1369.0,Night,Tuesday,Autumn,0,29.48,32,2188.16,68.38
PROD-00542,Electronics,440.75,446.58,95.0,231.0,4307.0,Afternoon,Monday,Autumn,0,1.73,56,47568.08,849.43
PROD-00543,Fashion,102.99,114.91,67.0,34.0,2979.0,Afternoon,Saturday,Spring,1,14.98,42,8938.44,212.82
PROD-00544,Fashion,60.56,55.57,88.0,111.0,4595.0,Morning,Saturday,Winter,1,29.64,50,6690.0,133.8
PROD-00545,Books,30.71,29.15,61.0,308.0,1758.0,Afternoon,Sunday,Winter,1,12.71,42,1930.74,45.97
PROD-00546,Electronics,592.06,586.9,83.0,297.0,154.0,Night,Sunday,Autumn,1,24.35,54,49773.42,921.73
PROD-00547,Home & Kitchen,143.24,142.38,85.0,409.0,4500.0,Evening,Monday,Summer,1,20.62,63,15391.53,244.31
PROD-00548,Sports,306.92,352.74,86.0,13.0,1235.0,Evening,Friday,Summer,1,12.15,40,25866.8,646.67
PROD-00549,Sports,142.69,126.19,44.0,35.0,4235.0,Night,Friday,Summer,1,9.67,28,7654.08,273.36
PROD-00550,Books,20.0,22.12,41.0,18.0,3563.0,Afternoon,Friday,Spring,0,22.85,25,950.0,38.0
PROD-00551,Books,12.2,13.53,98.0,197.0,1197.0,Evening,Monday,Summer,1,4.68,52,1273.48,24.49
PROD-00552,Home & Kitchen,236.25,240.02,76.0,363.0,3796.0,Afternoon,Monday,Spring,0,30.1,54,20989.26,388.69
PROD-00553,Books,21.66,20.65,92.0,331.0,453.0,Night,Friday,Spring,0,20.18,63,1946.7,30.9
PROD-00554,Fashion,104.93,105.54,59.0,105.0,1992.0,Afternoon,Saturday,Autumn,1,3.9,39,7519.2,192.8
PROD-00555,Beauty,43.04,40.36,93.0,328.0,1814.0,Night,Tuesday,Spring,0,24.62,58,3978.8,68.6
PROD-00556,Sports,311.18,339.11,73.0,328.0,3300.0,Evening,Monday,Summer,1,15.09,45,26225.1,582.78
PROD-00557,Books,56.15,56.12,75.0,96.0,2695.0,Night,Wednesday,Summer,1,7.14,47,5061.9,107.7
PROD-00558,Beauty,79.71,89.89,21.0,375.0,3080.0,Night,Wednesday,Spring,0,33.64,13,1457.17,112.09
PROD-00559,Books,40.36,41.85,58.0,211.0,2407.0,Night,Sunday,Winter,1,25.19,40,2916.8,72.92
PROD-00560,Beauty,131.4,131.97,74.0,30.0,3711.0,Afternoon,Sunday,Winter,1,20.75,44,12606.88,286.52
PROD-00561,Sports,399.56,424.86,77.0,195.0,842.0,Evening,Thursday,Autumn,1,29.71,62,42659.72,688.06
PROD-00562,Electronics,813.52,814.48,95.0,385.0,3607.0,Afternoon,Sunday,Autumn,1,19.04,54,80395.2,1488.8
PROD-00563,Home & Kitchen,448.2,502.59,36.0,348.0,297.0,Morning,Tuesday,Spring,0,15.45,26,15171.78,583.53
PROD-00564,Fashion,228.98,207.3,33.0,134.0,475.0,Evening,Sunday,Winter,1,6.63,22,7833.76,356.08
PROD-00565,Beauty,120.8,137.96,97.0,378.0,3632.0,Afternoon,Thursday,Winter,1,5.37,68,16161.56,237.67
PROD-00566,Fashion,126.01,137.82,98.0,195.0,833.0,Afternoon,Thursday,Summer,1,15.12,61,14077.58,230.78
PROD-00567,Fashion,38.67,42.85,22.0,230.0,3862.0,Morning,Monday,Autumn,0,15.96,15,930.45,62.03
PROD-00568,Fashion,23.64,23.51,40.0,44.0,706.0,Evening,Tuesday,Winter,1,25.67,31,1228.53,39.63
PROD-00569,Sports,203.95,224.58,95.0,498.0,776.0,Evening,Tuesday,Autumn,1,15.47,58,18030.46,310.87
PROD-00570,Sports,210.37,198.17,23.0,419.0,4665.0,Morning,Thursday,Spring,0,20.76,19,5414.81,284.99
PROD-00571,Beauty,67.03,72.3,79.0,98.0,927.0,Evening,Tuesday,Summer,1,29.14,50,6214.0,124.28
PROD-00572,Home & Kitchen,297.04,265.0,15.0,280.0,4572.0,Morning,Monday,Spring,0,34.77,12,4878.6,406.55
PROD-00573,Fashion,147.0,138.49,21.0,390.0,1773.0,Morning,Friday,Summer,1,11.29,18,3551.4,197.3
PROD-00574,Electronics,1036.61,1019.74,79.0,252.0,3997.0,Afternoon,Sunday,Winter,1,31.57,46,91634.76,1992.06
PROD-00575,Electronics,308.66,292.2,62.0,106.0,4700.0,Afternoon,Monday,Spring,0,28.21,42,24384.36,580.58
PROD-00576,Home & Kitchen,135.83,131.23,57.0,484.0,627.0,Night,Thursday,Winter,1,2.38,46,8180.18,177.83
PROD-00577,Beauty,121.02,132.64,86.0,135.0,1685.0,Morning,Sunday,Summer,1,11.7,45,10660.95,236.91
PROD-00578,Sports,342.94,317.91,34.0,167.0,2892.0,Afternoon,Wednesday,Summer,1,7.67,27,15475.86,573.18
PROD-00579,Beauty,149.28,160.26,52.0,186.0,4334.0,Evening,Tuesday,Autumn,1,23.25,32,10129.6,316.55
PROD-00580,Electronics,1072.91,935.7,62.0,445.0,976.0,Morning,Monday,Spring,0,19.44,60,81009.6,1350.16
PROD-00581,Electronics,1089.9,1176.79,75.0,250.0,974.0,Night,Sunday,Spring,1,17.32,56,104753.6,1870.6
PROD-00582,Beauty,54.01,58.74,36.0,360.0,1873.0,Evening,Wednesday,Summer,1,26.72,24,1938.0,80.75
PROD-00583,Electronics,601.66,583.92,65.0,450.0,1062.0,Night,Monday,Spring,0,11.67,53,37590.78,709.26
PROD-00584,Electronics,468.09,499.33,47.0,464.0,1372.0,Night,Sunday,Winter,1,13.4,34,22994.2,676.3
PROD-00585,Home & Kitchen,314.96,354.19,56.0,428.0,692.0,Morning,Saturday,Autumn,1,30.3,34,16071.8,472.7
PROD-00586,Beauty,141.43,154.19,86.0,453.0,4153.0,Afternoon,Friday,Winter,1,34.03,56,13862.24,247.54
PROD-00587,Books,23.96,23.17,42.0,474.0,3993.0,Evening,Monday,Winter,1,27.17,31,1040.98,33.58
PROD-00588,Electronics,757.0,753.42,68.0,495.0,765.0,Morning,Monday,Summer,1,7.6,44,43479.92,988.18
PROD-00589,Beauty,51.48,55.8,94.0,321.0,2706.0,Afternoon,Tuesday,Winter,1,3.94,68,6641.56,97.67
PROD-00590,Beauty,33.77,31.67,77.0,66.0,3248.0,Evening,Tuesday,Spring,1,7.32,39,2649.66,67.94
PROD-00591,Books,15.74,17.17,98.0,57.0,3156.0,Night,Thursday,Summer,1,14.8,49,1803.2,36.8
PROD-00592,Beauty,18.11,17.18,60.0,398.0,4920.0,Afternoon,Wednesday,Autumn,0,8.28,49,1378.37,28.13
PROD-00593,Fashion,238.34,260.22,31.0,158.0,3224.0,Night,Saturday,Summer,1,31.54,21,9403.8,447.8
PROD-00594,Beauty,66.4,58.17,99.0,402.0,3450.0,Evening,Monday,Autumn,1,23.48,60,6692.4,111.54
PROD-00595,Fashion,211.85,182.89,66.0,467.0,212.0,Morning,Saturday,Winter,1,14.59,56,15202.32,271.47
PROD-00596,Books,42.47,48.81,27.0,322.0,442.0,Afternoon,Sunday,Summer,1,9.58,23,1341.36,58.32
PROD-00597,Sports,96.97,107.72,35.0,382.0,3113.0,Night,Monday,Summer,1,13.32,30,4462.5,148.75
PROD-00598,Books,14.65,16.33,29.0,140.0,4543.0,Morning,Friday,Autumn,0,16.66,18,473.94,26.33
PROD-00599,Sports,329.5,374.1,84.0,217.0,2025.0,Morning,Thursday,Winter,1,24.98,41,27193.66,663.26
PROD-00600,Sports,124.27,121.97,13.0,482.0,3233.0,Afternoon,Monday,Winter,1,3.13,11,1891.78,171.98
PROD-00601,Sports,367.48,343.98,75.0,408.0,1089.0,Night,Wednesday,Winter,1,29.71,51,27038.16,530.16
PROD-00602,Books,12.7,11.29,57.0,103.0,2308.0,Evening,Saturday,Spring,1,4.46,43,941.27,21.89
PROD-00603,Books,42.27,42.29,11.0,468.0,3768.0,Morning,Sunday,Spring,1,9.19,10,541.2,54.12
PROD-00604,Electronics,1014.47,929.27,63.0,250.0,3315.0,Afternoon,Wednesday,Autumn,0,34.78,50,82919.5,1658.39
PROD-00605,Books,17.94,20.28,76.0,422.0,615.0,Night,Monday,Summer,1,6.66,67,1829.1,27.3
PROD-00606,Sports,128.58,109.45,73.0,261.0,4401.0,Morning,Tuesday,Autumn,0,3.54,50,11477.5,229.55
PROD-00607,Fashion,241.84,215.95,55.0,302.0,4639.0,Evening,Saturday,Winter,1,22.34,45,18084.6,401.88
PROD-00608,Sports,124.22,114.78,36.0,81.0,2411.0,Afternoon,Thursday,Autumn,0,13.76,26,5475.86,210.61
PROD-00609,Beauty,70.19,63.85,20.0,169.0,1736.0,Night,Thursday,Summer,1,3.21,13,1401.92,107.84
PROD-00610,Beauty,70.55,64.75,6.0,361.0,2680.0,Night,Monday,Winter,1,0.13,5,454.15,90.83
PROD-00611,Beauty,45.42,47.55,39.0,421.0,4016.0,Night,Saturday,Summer,1,2.77,30,2163.0,72.1
PROD-00612,Home & Kitchen,394.62,374.2,65.0,45.0,2289.0,Morning,Thursday,Autumn,0,18.3,51,36437.46,714.46
PROD-00613,Books,47.45,49.09,8.0,39.0,199.0,Afternoon,Thursday,Spring,0,8.08,6,407.22,67.87
PROD-00614,Home & Kitchen,207.81,232.14,99.0,346.0,409.0,Evening,Saturday,Autumn,1,27.21,63,22809.15,362.05
PROD-00615,Books,50.93,52.5,60.0,224.0,4067.0,Afternoon,Thursday,Summer,1,30.01,42,4165.98,99.19
PROD-00616,Sports,104.9,111.03,32.0,424.0,3945.0,Evening,Sunday,Spring,1,5.07,19,3138.99,165.21
PROD-00617,Fashion,20.99,20.14,96.0,35.0,3871.0,Evening,Thursday,Spring,1,11.8,54,2528.82,46.83
PROD-00618,Fashion,151.37,135.92,22.0,175.0,675.0,Afternoon,Wednesday,Autumn,0,5.13,18,3463.56,192.42
PROD-00619,Electronics,1194.08,1129.81,95.0,18.0,894.0,Morning,Sunday,Spring,1,10.03,51,118770.84,2328.84
PROD-00620,Electronics,238.64,271.88,31.0,355.0,2003.0,Night,Friday,Spring,0,8.37,21,7231.56,344.36
PROD-00621,Home & Kitchen,127.76,132.43,41.0,429.0,1192.0,Night,Saturday,Spring,1,27.54,37,6169.38,166.74
PROD-00622,Home & Kitchen,273.89,255.61,45.0,79.0,1964.0,Night,Tuesday,Spring,0,12.09,26,11527.88,443.38
PROD-00623,Electronics,1009.94,995.07,99.0,162.0,2814.0,Afternoon,Friday,Summer,1,17.34,65,131890.2,2029.08
PROD-00624,Home & Kitchen,71.85,79.08,28.0,423.0,1436.0,Afternoon,Thursday,Summer,1,23.59,24,2318.88,96.62
PROD-00625,Sports,173.21,181.97,97.0,21.0,661.0,Afternoon,Monday,Autumn,0,28.78,66,21405.78,324.33
PROD-00626,Fashion,191.83,195.32,37.0,476.0,2042.0,Morning,Tuesday,Autumn,0,10.54,29,6939.99,239.31
PROD-00627,Home & Kitchen,204.63,228.27,32.0,443.0,3626.0,Morning,Sunday,Autumn,1,7.32,18,6026.04,334.78
PROD-00628,Home & Kitchen,118.75,124.9,65.0,77.0,3109.0,Afternoon,Thursday,Winter,1,34.25,42,10279.5,244.75
PROD-00629,Sports,98.31,102.52,70.0,70.0,1641.0,Night,Saturday,Spring,1,11.21,36,7083.72,196.77
PROD-00630,Home & Kitchen,222.72,201.99,37.0,346.0,1591.0,Morning,Tuesday,Autumn,0,23.49,28,7981.96,285.07
PROD-00631,Books,31.37,27.66,17.0,6.0,2939.0,Evening,Tuesday,Spring,1,23.72,14,708.4,50.6
PROD-00632,Fashion,218.22,248.67,42.0,253.0,903.0,Evening,Sunday,Winter,1,17.99,27,9787.5,362.5
PROD-00633,Home & Kitchen,331.86,341.7,56.0,33.0,4176.0,Afternoon,Wednesday,Summer,1,8.0,29,20052.34,691.46
PROD-00634,Home & Kitchen,354.49,345.52,8.0,266.0,4353.0,Night,Sunday,Summer,1,4.95,7,3877.44,553.92
PROD-00635,Fashion,246.09,252.66,12.0,175.0,175.0,Morning,Saturday,Spring,1,17.05,8,2747.52,343.44
PROD-00636,Books,27.65,24.02,92.0,353.0,4855.0,Night,Wednesday,Autumn,0,17.88,56,2569.28,45.88
PROD-00637,Fashion,112.77,123.67,8.0,440.0,165.0,Evening,Sunday,Summer,1,27.07,6,855.36,142.56
PROD-00638,Fashion,232.37,212.62,43.0,244.0,2319.0,Afternoon,Saturday,Winter,1,24.84,34,12748.64,374.96
PROD-00639,Books,18.52,20.22,77.0,321.0,3353.0,Night,Monday,Spring,0,31.92,59,1967.06,33.34
PROD-00640,Beauty,112.17,113.33,36.0,300.0,1668.0,Afternoon,Monday,Summer,1,33.98,29,5172.44,178.36
PROD-00641,Books,46.5,43.38,52.0,492.0,1057.0,Night,Monday,Winter,1,25.47,52,2901.6,55.8
PROD-00642,Beauty,23.69,20.35,13.0,116.0,285.0,Morning,Saturday,Winter,1,2.68,8,252.72,31.59
PROD-00643,Beauty,75.55,82.71,80.0,120.0,3650.0,Morning,Tuesday,Winter,1,14.18,49,7572.46,154.54
PROD-00644,Home & Kitchen,124.26,112.2,65.0,189.0,232.0,Evening,Tuesday,Autumn,1,21.31,40,7856.8,196.42
PROD-00645,Books,15.2,13.15,85.0,368.0,2446.0,Night,Thursday,Winter,1,20.66,73,1703.82,23.34
PROD-00646,Fashion,126.68,136.4,87.0,432.0,1994.0,Morning,Monday,Spring,0,6.35,77,14592.27,189.51
PROD-00647,Home & Kitchen,166.03,158.56,38.0,139.0,4840.0,Night,Wednesday,Winter,1,20.4,22,6831.44,310.52
PROD-00648,Sports,323.52,312.78,8.0,55.0,4654.0,Night,Friday,Autumn,0,12.24,6,3304.92,550.82
PROD-00649,Beauty,137.06,126.66,37.0,304.0,4096.0,Afternoon,Sunday,Summer,1,11.86,29,6110.01,210.69
PROD-00650,Beauty,122.38,135.57,18.0,299.0,3667.0,Night,Thursday,Spring,0,29.19,11,1976.48,179.68
PROD-00651,Home & Kitchen,155.03,145.61,55.0,188.0,2737.0,Night,Saturday,Autumn,1,14.77,39,10479.3,268.7
PROD-00652,Sports,127.8,116.69,18.0,92.0,1778.0,Morning,Thursday,Spring,0,18.46,16,3084.64,192.79
PROD-00653,Fashion,78.59,74.09,92.0,425.0,874.0,Night,Thursday,Autumn,0,19.7,67,7214.56,107.68
PROD-00654,Books,12.43,11.32,62.0,423.0,4841.0,Evening,Thursday,Spring,1,19.7,36,704.88,19.58
PROD-00655,Sports,378.92,358.2,29.0,374.0,1955.0,Morning,Sunday,Summer,1,7.46,28,13696.2,489.15
PROD-00656,Sports,175.77,153.78,92.0,289.0,2172.0,Evening,Monday,Spring,1,20.98,61,18460.43,302.63
PROD-00657,Books,17.36,15.58,78.0,131.0,748.0,Evening,Thursday,Summer,1,11.71,53,1528.52,28.84
PROD-00658,Sports,342.5,333.98,46.0,202.0,1420.0,Night,Monday,Summer,1,22.93,37,19698.43,532.39
PROD-00659,Electronics,599.2,667.41,18.0,35.0,3191.0,Night,Sunday,Spring,1,5.1,12,13054.32,1087.86
PROD-00660,Fashion,28.08,24.35,37.0,125.0,2160.0,Afternoon,Friday,Winter,1,34.79,25,1083.75,43.35
PROD-00661,Fashion,57.25,52.31,60.0,225.0,2950.0,Afternoon,Monday,Winter,1,27.02,35,3321.85,94.91
PROD-00662,Books,40.16,45.08,77.0,218.0,1097.0,Morning,Friday,Summer,1,14.6,57,4145.61,72.73
PROD-00663,Electronics,982.91,1097.91,29.0,41.0,456.0,Morning,Thursday,Spring,0,10.55,21,32006.1,1524.1
PROD-00664,Fashion,68.51,72.2,75.0,478.0,4433.0,Evening,Monday,Winter,1,13.57,55,6399.8,116.36
PROD-00665,Sports,369.02,340.29,31.0,134.0,2188.0,Night,Sunday,Autumn,1,25.24,25,14900.0,596.0
PROD-00666,Books,51.8,50.56,28.0,255.0,1837.0,Morning,Wednesday,Autumn,0,22.94,17,1313.76,77.28
PROD-00667,Sports,343.14,313.42,47.0,233.0,1466.0,Evening,Monday,Autumn,1,24.57,41,20499.18,499.98
PROD-00668,Beauty,41.87,37.21,20.0,235.0,3306.0,Evening,Friday,Spring,1,31.11,16,1027.84,64.24
PROD-00669,Beauty,17.08,16.46,43.0,422.0,2837.0,Morning,Wednesday,Summer,1,15.97,39,972.27,24.93
PROD-00670,Electronics,1067.42,1091.7,38.0,373.0,1975.0,Morning,Friday,Spring,0,23.43,27,38087.28,1410.64
PROD-00671,Beauty,52.81,50.59,31.0,433.0,4658.0,Afternoon,Tuesday,Autumn,0,15.45,23,1693.26,73.62
PROD-00672,Sports,257.09,265.64,78.0,190.0,4513.0,Evening,Saturday,Winter,1,22.33,47,25620.17,545.11
PROD-00673,Sports,309.99,291.04,36.0,133.0,1032.0,Afternoon,Wednesday,Autumn,0,16.62,32,14536.64,454.27
PROD-00674,Electronics,328.29,313.11,71.0,214.0,3229.0,Night,Wednesday,Autumn,0,27.18,57,32960.25,578.25
PROD-00675,Sports,317.81,345.53,73.0,281.0,4843.0,Afternoon,Saturday,Autumn,1,0.18,45,26809.65,595.77
PROD-00676,Books,56.62,63.04,68.0,169.0,2466.0,Morning,Thursday,Winter,1,7.55,43,4632.82,107.74
